event_id,name,url,start_time,start_date,end_time,end_date,duration,venue_name,venue_address,city,longitude,latitude,summary,is_online_event,tickets_url,tags,categoria,data_source,image,age_range,min_age,max_age,interior
12763487,"INFANTIL. Indeleble Producciones, presenta 'Mi Camita'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=934b60d232086910VgnVCM1000001d4a900aRCRD,18:00,2025-05-24,,2025-05-24,,Centro Cultural Príncipe de Asturias (Ciudad Lineal),CALLE HERMANOS GARCIA NOBLEJAS 14,Madrid,-3.6372924261150033,40.43644651057092,"Mica llega para irse… Para irse a su camita. Parece sencillo, pero Mica se enreda porque el abrigo va por su cuenta, se complica porque los zapatos le bailan solos, descubre que su pijama está del revés, juega con una pluma al caer y soluciona porque su sábana sabe un montón de secretos. Pí Pi…ja, ja, jaaa…mamá…. ¡¡¡PIJAMA!!!  Edad recomendada: A partir de 4 años.     Duración: 50 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=934b60d232086910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12763612,"INFANTIL. La compañía Arte Fusión Títeres, presenta 'En un lugar de la granja'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e1ad5ca38086910VgnVCM1000001d4a900aRCRD,18:00,2025-05-17,,2025-05-17,,Auditorio Carmen Laforet (Ciudad Lineal),CALLE JAZMIN 46,Madrid,-3.665724389491357,40.47967249471556,"Tres gallinas muy especiales, Ana la presentadora que ama a los pequeños y le gusta su elección de ser tía y realizar muchas cosas que le apasionan, como leer, escuchar y cuidar. Cocorita y Colorada, dos gallinas que parecen rivales, pero están muy unidas con sus formas, gustos y querer tener muchos hijitos, pero quieren cambiar ciertos aspectos de la granja, sin imposiciones con respeto, sin gritos y criando a sus hijos en la igualdad. Premio a mejor espectáculo en 2017.   Edad recomendada:  A partir de 4 años.     Duración: 50 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e1ad5ca38086910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12763607,"INFANTIL. Nando Caneca, presenta 'UCO, un paisano diferente'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10a9d5ca38086910VgnVCM1000001d4a900aRCRD,18:00,2025-05-10,,2025-05-10,,Auditorio Carmen Laforet (Ciudad Lineal),CALLE JAZMIN 46,Madrid,-3.665724389491357,40.47967249471556,"La vida ya no es como era antes y esto es una realidad, mucha gente deja el pueblo y se marcha a la ciudad. Aquí se presenta Uco, un paisano diferente, que ha venido a este puebluco a conocer a su gente. Un espectáculo de circo, magia, humor y teatro gestual inspirado y recreado en el mundo rural.  Edad recomendada:  A partir de 5 años.     Duración: 50 minutos .",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10a9d5ca38086910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+5,5.0,14.0,False
12763625,"INFANTIL. Tralalart, presenta 'Una noche de espías'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e87ad5ca38086910VgnVCM1000001d4a900aRCRD,18:00,2025-05-24,,2025-05-24,,Auditorio Carmen Laforet (Ciudad Lineal),CALLE JAZMIN 46,Madrid,-3.665724389491357,40.47967249471556,"Pía y Merche, dos chicas con motivaciones muy distintas, empiezan su turno de limpieza en un edificio Súper Secreto donde, inesperadamente, se adentran en una misión que cambiará sus vidas. Con la ayuda de nuevos amigos y superando obstáculos absurdos, Pía y Merche avanzarán en su búsqueda, listos para resolver el misterio de la fórmula secreta… ¡Y enfrentar las sorpresas que se cruzarán en su camino!  Edad recomendada.  A partir de 5 años   Duración: 60 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e87ad5ca38086910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+5,5.0,14.0,False
11967204,Jardín de la Biodiversidad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=292b79a623e07810VgnVCM2000001f4a900aRCRD,10:30,2025-06-14,,2025-06-14,,Centro de Información y Educación Ambiental de Casa de Campo,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,Madrid,-3.7309390858931137,40.41789950036311,"Salvias, geranios, tomillos, abejas, mariposas, mariquitas… Estamos creando un jardín con un montón de plantas como refugio de fauna y para que los insectos polinizadores encuentren alimento a lo largo del año. En esta ocasión nos centraremos en aumentar el número de especies vegetales creando nuevas bandas florales y daremos a conocer algunos métodos de control integrado de plagas. ¡Ven y recrea un jardín lleno de vida! Taller dirigido a menores a partir de 7 años (acompañados de una persona adulta).   Duración estimada: 10:30 a 13:30 horas.  Actividad incluida dentro del  Programa de Intervención por la Biodiversidad  del Centro de Información y Educación Ambiental Casa de Campo.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=292b79a623e07810VgnVCM2000001f4a900aRCRD,Familias,Ocio,ayuntamiento madrid,,+7,7.0,14.0,False
12758396,La cebra Camila,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c453aa37d56910VgnVCM2000001f4a900aRCRD,12:00,2025-05-18,,2025-05-18,,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),CALLE FEBRERO 4,Madrid,-3.5727382893523254,40.44682672990916,"Cía. Ainhoa Limón   Recomendado para mayores de 4 años    Esta es la historia de una cebra que tiene un problema muy grande. Tiene miedo de los demás animales porque son muy diferentes a ella. Son más altos o bajos, más gordos o flacos, ¡y de diferentes colores! Con ayuda de la amistad y la comunicación, comprenderá que todos somos especiales.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c453aa37d56910VgnVCM2000001f4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,4,4.0,4.0,False
12758186,La edad de hielo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=486303a1c2d56910VgnVCM1000001d4a900aRCRD,12:00,2025-05-10,,2025-05-10,,Centro Sociocultural San Fermín (Usera),CALLE ESTAFETA 33,Madrid,-3.692056897625109,40.37165429490816,"Compañía: Ciencia Divertida.  Edad recomendada:  mayores de 3 años.     Duración: 60 minutos.  Sinopsis: Nuestro Profesor Chiflado nos contará la historia de su Tatarabuela Científica, con sus disparatadas ocurrencias y experimentos y cómo pudo salir adelante en una isla donde naufragó.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=486303a1c2d56910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,3,3.0,3.0,False
12758191,La hora de Rockear,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcbf71adf3d56910VgnVCM2000001f4a900aRCRD,12:00,2025-05-25,,2025-05-25,,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),AVENIDA SEPTIMA 11,Madrid,-3.598099871155595,40.44844757572015,"Grupo Cómics   Recomendada a partir de 6 años  El Grupo Comics tiene la fórmula para convertir a todo el mundo en rockero y esta vez están dispuestos a transformar la primavera en una fiesta rockera. Solo necesitan al público para lograrlo. El espectáculo de COMICS es un TEATRO MUSICAL de rock para toda la familia. Pensado para los niños, pero con variedad de guiños para los adultos. Ven a bailar al ritmo del ska, el rock and roll, ritmos alegres y alusiones a la música de los 80. ¡Un espectáculo para que toda la familia disfrute y se divierta!",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcbf71adf3d56910VgnVCM2000001f4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+6,6.0,14.0,False
12763352,La magia existe,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=775e4e4bcdb76910VgnVCM1000001d4a900aRCRD,18:00,2025-05-16,,2025-05-16,,Centro Sociocultural Santa Petronila (Villaverde),CALLE MARIA MARTINEZ OVIOL 12,Madrid,-3.691498125440965,40.35088699410328,"EL mago Hector, de la escuela de Ana Tamariz, os llenara de ilusión con una magia que rescatara al niñ@ que llevamos dentro… Apariciones, desapariciones, variedad de juegos y magia participativa es su especialidad. La magia existe//magia profesional, en la que el publico se entretendrá de principio a fin con juegos de participación, cartas libros, luces, música, mentalismo y muchísima variedad de juegos con un toque de humor en la que saldrás con la sensación real de que la magia existe.       Duración: 60 minutos.     Edad recomendada: a partir de 4 años    Inscripciones (por unidad familiar) llamando al teléfono 917791204 o en la recepción del CSC Santa Petronila a partir del lunes 12 de mayo.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=775e4e4bcdb76910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12757240,La pequeña Yak y el elefante curioso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dab744afff756910VgnVCM2000001f4a900aRCRD,12:00,2025-05-18,,2025-05-18,,Biblioteca Pública Municipal San Fermín (Usera),AVENIDA SAN FERMIN 10,Madrid,-3.692742821990015,40.3711623444796,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.  Este cuento está pensado para niñas y niños a partir de 4 años. Recuerda que las niñas y niños deberán ir acompañados por una persona adulta. Para asistir  es  necesario realizar inscripción previa a través de este enlace   .   Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Nelson Calderón.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dab744afff756910VgnVCM2000001f4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12760806,La reina de colores por Andrea Ortúzar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=16be97abaa766910VgnVCM2000001f4a900aRCRD,12:30,2025-05-25,,2025-05-25,,Centro Sociocultural García Lorca (Carabanchel),CALLE EUGENIA DE MONTIJO 105,Madrid,-3.7510283910283873,40.374208184505,"Las historias de la escritora e ilustradora alemana Jutta Bauer, merecedora del Premio Andersen, protagonizan esta sesión de cuentos infantiles imprescindibles, emotivos y tiernos.  Edad recomendada: a partir de 4 años.  Duración: 60 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=16be97abaa766910VgnVCM2000001f4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12761295,"La sorpresa del oso Andrés, con arte fusión títeres",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0a486fcda866910VgnVCM1000001d4a900aRCRD,12:30,2025-05-18,,2025-05-18,,Centro Sociocultural Oporto (Carabanchel),AVENIDA OPORTO 78,Madrid,-3.7277493066262406,40.38682740756541,"Ejemplifica el disfrute de ser libre y de sentir la propia identidad, incluso en soledad. La elección de un oso polar de vivir en un bosque y sentir que nuevos amigos y amigas pueden enriquecer su vida.  Edad recomendada: A partir de 4 años.  Duración: 50 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0a486fcda866910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+4,4.0,14.0,False
12337264,Ludoteca en Centro Cultural  Miguel Hernández,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=424529ae67e9e810VgnVCM2000001f4a900aRCRD,,2024-10-04,,2025-06-28,,Centro Cultural Miguel Hernández (Latina),CALLE SERRADILLA 13,Madrid,-3.781961611303212,40.378853797128336,Viernes de 17:30 a 20:30 horas y sábados de 10:00 a 13:30 horas. No festivos. Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 12 niñas/niños por actividad).. Para información sobre incripciones y actividades dirigirse al Centro Cultural  Miguel Hernández.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=424529ae67e9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12758196,Las bicicletas son para el verano,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=33b171adf3d56910VgnVCM2000001f4a900aRCRD,17:30,2025-05-29,,2025-05-29,,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),AVENIDA SEPTIMA 11,Madrid,-3.598099871155595,40.44844757572015,"Festival de Teatro   Grupo de teatro IES Jane Goodall   Recomendada para mayores de 12 años    La obra está ambientada en el verano de 1936, cuando estalla la guerra civil. En la ciudad de Madrid la familia, formada por don Luis, su mujer Dolores y sus hijos, Manolita y Luisito, comparten las dificultades diarias de la guerra con la criada y los vecinos del edificio. Luisito, aunque ha suspendido varias asignaturas, entre ellas Física, quiere que su padre le compre una bicicleta para salir con los amigos de la pandilla. Pero las circunstancias van a posponer la compra.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=33b171adf3d56910VgnVCM2000001f4a900aRCRD,Familias,Ocio,ayuntamiento madrid,,12,12.0,12.0,False
12576996,Ludoteca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b9d3a03802e2910VgnVCM1000001d4a900aRCRD,10:30,2025-05-03,,2025-05-31,,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),CALLE MIRA EL RIO 4,Madrid,-3.7779055687726535,40.519673311658686,"Sábados 3, 10, 17, 24 y 31 de mayo, de 10:30 a 13:30 h.  Actividad gratuita y de carácter abierto, sin inscripción previa, para niños y niñas con edades comprendidas entre 4 y 10 años. Aforo limitado.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b9d3a03802e2910VgnVCM1000001d4a900aRCRD,Niños,Educación,ayuntamiento madrid,,4-10,4.0,10.0,False
12337345,Ludoteca en Centro Cultural Fernando de los Ríos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c62cdfaf0ae9e810VgnVCM2000001f4a900aRCRD,,2024-10-04,,2025-06-28,,Centro Cultural Fernando de los Ríos (Latina),CALLE CAMARENA 10,Madrid,-3.7562667464373214,40.39552931214334,Viernes de 17:30 a 20:30 horas y sábados de 10:00 a 13:30 horas. No festivos. Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 15 niñas/niños por actividad). Más información sobre inscripciones y actividades en Centro Cultural Fernando de los Ríos.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c62cdfaf0ae9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12337182,Ludoteca en Centro Cultural José Luis Sampedro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88f129ae67e9e810VgnVCM2000001f4a900aRCRD,,2024-10-04,,2025-06-28,,Centro Cultural José Luis Sampedro (Latina),CALLE CASTROSERNA 4,Madrid,-3.749110841406562,40.40159394334669,Viernes de 17:30 a 20:30 horas y sábados de 10:00 a 13:30 horas. No festivos. Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 10 niñas/niños por actividad). Para más información sobre inscripciones y actividades consultar en Centro Cultural Jose Luis Sampedro.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=88f129ae67e9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12336696,Ludoteca en Centro Cultural Sara Montiel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9000e8cdd9e810VgnVCM2000001f4a900aRCRD,,2024-10-04,,2025-06-28,,Centro Cultural Sara Montiel (Latina),CARRETERA BOADILLA DEL MONTE 40,Madrid,-3.775144917950534,40.39976467763712,Viernes de 17:30 a 20:30 horas y sábados de 10:00 a 13:30 horas. No festivos.  Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 10 niñas/niños por actividad). Para más información sobre inscripciones y actividades consultar en Centro Cultural Sara Montiel.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9000e8cdd9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12337014,Ludoteca en Centro Sociocultural Almirante Churruca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb0e29ae67e9e810VgnVCM2000001f4a900aRCRD,,2024-10-04,,2025-06-28,,Centro Sociocultural Almirante Churruca (Latina),CALLE FUENTE DEL TIRO 72,Madrid,-3.780089056410661,40.3829835905706,Viernes de 17:30 a 20:30 horas y sábados de 10:00 a 13:30 horas. No festivos. Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 12 niñas/niños por actividad). Más información sobre inscripciones y actividades consultar en Centro Sociocultural Almirante Churruca.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb0e29ae67e9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12337134,Ludoteca en Centro Sociocultural El Greco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a5029ae67e9e810VgnVCM2000001f4a900aRCRD,,2024-10-04,,2025-06-28,,Centro Sociocultural El Greco (Latina),CALLE EL GRECO 29,Madrid,-3.747465416906973,40.407316328180464,Viernes de 17:30 a 20:30 horas y sábados de 10:00 a 13:30 horas. No festivos. Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 8 niñas/niños por actividad). Más información sobre inscripciones y actividades consultar en Centro Socio Cultural El Greco,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a5029ae67e9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12337412,Ludoteca en Centro Sociocultural Rosario Acuña,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=109ddfaf0ae9e810VgnVCM2000001f4a900aRCRD,,2024-10-05,,2025-06-28,,Centro Sociocultural Rosario de Acuña (Latina),CALLE MARIA DEL CARMEN 65,Madrid,-3.732701092024204,40.40647389284976,"Sábados, no festivos,  de 10:00 horas a 13:30 horas. Servicio de ludoteca gratuito para niñas y niños de 5 a 12 años (máximo 12 niñas/niños por actividad). Para más información sobre inscripciones y actividades consultar en Centro Sociocultural Rosario Acuña.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=109ddfaf0ae9e810VgnVCM2000001f4a900aRCRD,Niños,Educación,ayuntamiento madrid,,5-12,5.0,12.0,False
12763191,Ludotecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a2523aaeab76910VgnVCM1000001d4a900aRCRD,10:30,2025-05-03,,2025-05-31,,Centro Sociocultural Valverde (Fuencarral - El Pardo),PLAZA ISLAS AZORES 1,Madrid,-3.688007025609376,40.49504564211655,"Sábados 3, 10, 17, 24 y 31 de mayo, de 10:30 a 13:30 h.  Actividad gratuita y de carácter abierto, sin inscripción previa, para niños y niñas con edades comprendidas entre 4 y 10 años.  Aforo limitado.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a2523aaeab76910VgnVCM1000001d4a900aRCRD,Niños,Educación,ayuntamiento madrid,,4-10,4.0,10.0,False
12761392,Magia con Pablo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c880de091cb66910VgnVCM1000001d4a900aRCRD,18:00,2025-05-30,,2025-05-30,,Centro Sociocultural Blasco Ibáñez (Carabanchel),CALLE SOLDADO JOSE MARIA REY 44,Madrid,-3.732763402514225,40.39496102590205,"Prepárate para un show de magia espectacular con el Mago Pablo Molina. Con su asombroso repertorio de trucos y un toque de humor, hará que los niños vivan una experiencia mágica e inolvidable llena de sorpresas y risas. ¡Una aventura mágica que encantará a toda la familia!.  Edad recomendada: A partir de 5 años.  Duración: 60 minutos.  Plazas: 25 personas.  Para participar en las actividades hay que reservar plaza en el telf.: 914 280 554 o presencialmente en el centro cultural.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c880de091cb66910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+5,5.0,14.0,False
12625313,Magia familiar: Magia de risa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efe465783d9d3910VgnVCM1000001d4a900aRCRD,12:00,2025-05-10,,2025-05-10,,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),CALLE ISLA DE ONS 14,Madrid,-3.7214686777952974,40.48025613358832,A cargo de Alfonso V. Este showman aúna el humor más brillante con la magia más impactante. Edad recomendada: desde 5 años.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efe465783d9d3910VgnVCM1000001d4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,5,5.0,5.0,False
12761932,"Menú2, con la compañía El Circodromo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e1ad865b7c66910VgnVCM2000001f4a900aRCRD,12:30,2025-05-25,,2025-05-25,,Centro Cultural Fernando Lázaro Carreter (Carabanchel),CALLE VERDAD 29,Madrid,-3.717137582860074,40.39164455403764,"Menu2 acerca la extrovertida complicidad entre dos personajes que buscan impactar al público con su extravagancia y su peculiar humor. Su estética retro esta desfasada y al darse cuenta de ello intenta suplantar su aspecto con sus increíbles manipulaciones, equilibrios, acrobacias y humor. Sin duda un espectáculo diferente y divertido apto para cardíacos.  Edad recomendada: A partir de 5 años.  Duración: 60 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e1ad865b7c66910VgnVCM2000001f4a900aRCRD,"Niños,Familias",Ocio,ayuntamiento madrid,,+5,5.0,14.0,False
12761922,Mestre Fufo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ced9d865b7c66910VgnVCM2000001f4a900aRCRD,12:30,2025-05-11,,2025-05-11,,Centro Cultural Fernando Lázaro Carreter (Carabanchel),CALLE VERDAD 29,Madrid,-3.717137582860074,40.39164455403764,"Un mozo de cuerda, de los que ayudaban a los viajeros con el equipaje en el pasado siglo, va a entregar un baúl dirigido a un tal Mestre Fufo (afamado payaso de la época). Pero éste no está... En su lugar aparece un misterioso pianista que abrirá la puerta a la incertidumbre, al cruce de caminos, a la oportunidad de convertirlo todo en otra cosa.  Edad recomendada: A partir de 3 años.  Duración: 50 minutos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ced9d865b7c66910VgnVCM2000001f4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
12753956,"Miau, miau",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40b052aee7336910VgnVCM1000001d4a900aRCRD,18:00,2025-05-07,,2025-05-07,,Biblioteca Pública Municipal Gloria Fuertes (Barajas),AVENIDA LOGROÑO 179,Madrid,-3.5937461811785347,40.46055947228695,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.  Este cuento está pensado para niñas y niños  a partir de 3 años. Recuerda que las niñas y niños deberán ir acompañados por una persona adulta. Para asistir es  necesario realizar inscripción previa a través de este enlace .  Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Israel Hergón.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40b052aee7336910VgnVCM1000001d4a900aRCRD,Niños,Ocio,ayuntamiento madrid,,+3,3.0,14.0,False
